now,H_getafterit,2
watching,H_rhom,2
place,H_matamagic,2
jordan,H_pennycan,2
nov,H_newglee,2
show,H_itvfashion,2
is,H_untouchable,2
saeed,H_nowplaying,2
day,H_getexcited,2
it,H_mjtunes,2
out,H_red,2
acm,H_,2
forget,H_biggestdayoftheyear,2
tuesday,H_highhopes,2
sports,H_fb,2
wednesday,H_hilarious,2
and,H_,4
spurs,H_spurs,2
spurs,H_nba,2
tomorrow,H_cantwait,4
funny,H_firedooley,2
shaun,H_winitforshaun,2
vegas,H_rfa,2
the,H_tmhtour,6
sunday,H_nfl,4
wwe,H_raw,2
bad,H_,2
night,H_knicksnation,2
denzel,H_flight,2
company,H_,6
hahahahahaha,H_rewatchingaofinal,2
sports,H_closer,2
sports,H_killerinstinct,2
sports,H_splapa,2
superbowl,H_steelers,2
the,H_,12
films,H_sunday,2
with,H_winning,2
sunday,H_missyou,2
around,H_illegaleagles,2
wu,H_nyfw,2
and,H_getoutthevote,2
in,H_shanghai,2
class,H_nevermindpires,2
to,H_egypt,6
sd,H_cantcontainexcitement,2
irieapril,H_mrandmrscheek,2
monday,H_struggles,2
the,H_freakshow,2
sunday,H_vamos,2
diggy,H_imagine,2
anti,H_fracking,2
head,H_andthenew,2
new,H_sexy,2
sound,H_np,2
tomorrow,H_pleaseohplease,2
him,H_rays,2
at,H_excitingtimes,2
juice,H_nolife,2
favorite,H_wuwbb,2
spring,H_stressful,2
night,H_godeacs,2
saturday,H_positivetroll,2
keef,H_ohhyeahh,2
hangout,H_romneyrally,2
know,H_lynndebate,2
woot,H_loveher,2
sunday,H_czechrep,2
hill,H_cantwait,2
thursday,H_jt,2
trend,H_biebsmeetbieberwhirls,2
egypt,H_,4
saturday,H_obama,4
saturday,H_duval,2
friday,H_imwearingblue,2
friday,H_istillloveeastview,2
face,H_truelove,2
face,H_exists,2
done,H_toofunny,2
huhuhuhu,H_fuckingawesome,2
huhuhuhu,H_btwftr,2
spectacles,H_bestleagueintheworld,2
january,H_poundinggrape,2
